state,year,as_of,accessed,policy,level,score
NV,2006,2006-01-01,2006-01-25,second_physician_if,0,0
NV,2006,2006-01-01,2006-01-25,prohibited_except_death_if,24 weeks,0.6666666666666666
NV,2006,2006-01-01,2006-01-25,partial_birth_ban,0,0
NV,2006,2006-01-01,2006-01-25,fund_all_most,0,0
NV,2006,2006-01-01,2006-01-25,fund_life_rape_incest,X,0.5
NV,2006,2006-01-01,2006-01-25,priv_insurance_limit,0,0
NV,2006,2006-01-01,2006-01-25,indiv_prov_refuse,X,1
NV,2006,2006-01-01,2006-01-25,instit_prov_refuse,Private,0.6666666666666666
NV,2006,2006-01-01,2006-01-25,mandate_breast_cancer,0,0
NV,2006,2006-01-01,2006-01-25,mandate_fetal_pain,0,0
NV,2006,2006-01-01,2006-01-25,mandate_neg_psych,X,1
NV,2006,2006-01-01,2006-01-25,hr_wait_post_counseling,0,0
NV,2006,2006-01-01,2006-01-25,parental_involv_minors,Enjoined,0
NH,2006,2006-01-01,2006-01-25,licensed_physician,0,0
NH,2006,2006-01-01,2006-01-25,hospital_if,0,0
NH,2006,2006-01-01,2006-01-25,second_physician_if,0,0
NH,2006,2006-01-01,2006-01-25,prohibited_except_death_if,0,0
NH,2006,2006-01-01,2006-01-25,partial_birth_ban,0,0
NH,2006,2006-01-01,2006-01-25,fund_all_most,0,0
NH,2006,2006-01-01,2006-01-25,fund_life_rape_incest,X,0.5
NH,2006,2006-01-01,2006-01-25,priv_insurance_limit,0,0
NH,2006,2006-01-01,2006-01-25,indiv_prov_refuse,0,0
NH,2006,2006-01-01,2006-01-25,instit_prov_refuse,0,0
NH,2006,2006-01-01,2006-01-25,mandate_breast_cancer,0,0
NH,2006,2006-01-01,2006-01-25,mandate_fetal_pain,0,0
NH,2006,2006-01-01,2006-01-25,mandate_neg_psych,0,0
NH,2006,2006-01-01,2006-01-25,hr_wait_post_counseling,0,0
NH,2006,2006-01-01,2006-01-25,parental_involv_minors,Enjoined,0
NJ,2006,2006-01-01,2006-01-25,licensed_physician,X,1
NJ,2006,2006-01-01,2006-01-25,hospital_if,14 weeks,0.75
NJ,2006,2006-01-01,2006-01-25,second_physician_if,0,0
NJ,2006,2006-01-01,2006-01-25,prohibited_except_death_if,0,0
NJ,2006,2006-01-01,2006-01-25,partial_birth_ban,Enjoined,0
NJ,2006,2006-01-01,2006-01-25,fund_all_most,X,-1
NJ,2006,2006-01-01,2006-01-25,fund_life_rape_incest,0,0
NJ,2006,2006-01-01,2006-01-25,priv_insurance_limit,0,0
NJ,2006,2006-01-01,2006-01-25,indiv_prov_refuse,X,1
NJ,2006,2006-01-01,2006-01-25,instit_prov_refuse,Private,0.6666666666666666
NJ,2006,2006-01-01,2006-01-25,mandate_breast_cancer,0,0
NJ,2006,2006-01-01,2006-01-25,mandate_fetal_pain,0,0
NJ,2006,2006-01-01,2006-01-25,mandate_neg_psych,0,0
NJ,2006,2006-01-01,2006-01-25,hr_wait_post_counseling,0,0
NJ,2006,2006-01-01,2006-01-25,parental_involv_minors,Enjoined,0
NM,2006,2006-01-01,2006-01-25,licensed_physician,0,0
NM,2006,2006-01-01,2006-01-25,hospital_if,0,0
NM,2006,2006-01-01,2006-01-25,second_physician_if,0,0
NM,2006,2006-01-01,2006-01-25,prohibited_except_death_if,0,0
NM,2006,2006-01-01,2006-01-25,partial_birth_ban,Postviability,0.5
NM,2006,2006-01-01,2006-01-25,fund_all_most,X,-1
NM,2006,2006-01-01,2006-01-25,fund_life_rape_incest,0,0
NM,2006,2006-01-01,2006-01-25,priv_insurance_limit,0,0
NM,2006,2006-01-01,2006-01-25,indiv_prov_refuse,X,1
NM,2006,2006-01-01,2006-01-25,instit_prov_refuse,X,1
NM,2006,2006-01-01,2006-01-25,mandate_breast_cancer,0,0
NM,2006,2006-01-01,2006-01-25,mandate_fetal_pain,0,0
NM,2006,2006-01-01,2006-01-25,mandate_neg_psych,0,0
NM,2006,2006-01-01,2006-01-25,hr_wait_post_counseling,0,0
NM,2006,2006-01-01,2006-01-25,parental_involv_minors,Enjoined,0
NY,2006,2006-01-01,2006-01-25,licensed_physician,0,0
NY,2006,2006-01-01,2006-01-25,hospital_if,12 weeks,1
NY,2006,2006-01-01,2006-01-25,second_physician_if,24 weeks,0.6666666666666666
NY,2006,2006-01-01,2006-01-25,prohibited_except_death_if,24 weeks,0.6666666666666666
NY,2006,2006-01-01,2006-01-25,partial_birth_ban,0,0
NY,2006,2006-01-01,2006-01-25,fund_all_most,X,-1
NY,2006,2006-01-01,2006-01-25,fund_life_rape_incest,0,0
NY,2006,2006-01-01,2006-01-25,priv_insurance_limit,0,0
NY,2006,2006-01-01,2006-01-25,indiv_prov_refuse,X,1
NY,2006,2006-01-01,2006-01-25,instit_prov_refuse,0,0
NY,2006,2006-01-01,2006-01-25,mandate_breast_cancer,0,0
NY,2006,2006-01-01,2006-01-25,mandate_fetal_pain,0,0
NY,2006,2006-01-01,2006-01-25,mandate_neg_psych,0,0
NY,2006,2006-01-01,2006-01-25,hr_wait_post_counseling,0,0
NY,2006,2006-01-01,2006-01-25,parental_involv_minors,0,0
NC,2006,2006-01-01,2006-01-25,licensed_physician,X,1
NC,2006,2006-01-01,2006-01-25,hospital_if,20 weeks,0.5
NC,2006,2006-01-01,2006-01-25,second_physician_if,0,0
NC,2006,2006-01-01,2006-01-25,prohibited_except_death_if,20 weeks,1
NC,2006,2006-01-01,2006-01-25,partial_birth_ban,0,0
NC,2006,2006-01-01,2006-01-25,fund_all_most,0,0
NC,2006,2006-01-01,2006-01-25,fund_life_rape_incest,X,0.5
NC,2006,2006-01-01,2006-01-25,priv_insurance_limit,0,0
NC,2006,2006-01-01,2006-01-25,indiv_prov_refuse,X,1
NC,2006,2006-01-01,2006-01-25,instit_prov_refuse,X,1
NC,2006,2006-01-01,2006-01-25,mandate_breast_cancer,0,0
NC,2006,2006-01-01,2006-01-25,mandate_fetal_pain,0,0
NC,2006,2006-01-01,2006-01-25,mandate_neg_psych,0,0
NC,2006,2006-01-01,2006-01-25,hr_wait_post_counseling,0,0
NC,2006,2006-01-01,2006-01-25,parental_involv_minors,Consent,0.6666666666666666
ND,2006,2006-01-01,2006-01-25,licensed_physician,X,1
ND,2006,2006-01-01,2006-01-25,hospital_if,12 weeks,1
ND,2006,2006-01-01,2006-01-25,second_physician_if,12 weeks,1
ND,2006,2006-01-01,2006-01-25,prohibited_except_death_if,Viability,0.6666666666666666
ND,2006,2006-01-01,2006-01-25,partial_birth_ban,Enjoined,0
ND,2006,2006-01-01,2006-01-25,fund_all_most,0,0
ND,2006,2006-01-01,2006-01-25,fund_life_rape_incest,X,0.5
ND,2006,2006-01-01,2006-01-25,priv_insurance_limit,X,1
ND,2006,2006-01-01,2006-01-25,indiv_prov_refuse,X,1
ND,2006,2006-01-01,2006-01-25,instit_prov_refuse,X,1
ND,2006,2006-01-01,2006-01-25,mandate_breast_cancer,0,0
ND,2006,2006-01-01,2006-01-25,mandate_fetal_pain,0,0
ND,2006,2006-01-01,2006-01-25,mandate_neg_psych,0,0
ND,2006,2006-01-01,2006-01-25,hr_wait_post_counseling,24,0.6666666666666666
ND,2006,2006-01-01,2006-01-25,parental_involv_minors,Consent,0.6666666666666666
OH,2006,2006-01-01,2006-01-25,licensed_physician,X,1
OH,2006,2006-01-01,2006-01-25,hospital_if,0,0
OH,2006,2006-01-01,2006-01-25,second_physician_if,Enjoined,0
OH,2006,2006-01-01,2006-01-25,prohibited_except_death_if,Enjoined,0
OH,2006,2006-01-01,2006-01-25,partial_birth_ban,Entire Pregnancy,1
OH,2006,2006-01-01,2006-01-25,fund_all_most,0,0
OH,2006,2006-01-01,2006-01-25,fund_life_rape_incest,X,0.5
OH,2006,2006-01-01,2006-01-25,priv_insurance_limit,0,0
OH,2006,2006-01-01,2006-01-25,indiv_prov_refuse,X,1
OH,2006,2006-01-01,2006-01-25,instit_prov_refuse,X,1
OH,2006,2006-01-01,2006-01-25,mandate_breast_cancer,0,0
OH,2006,2006-01-01,2006-01-25,mandate_fetal_pain,0,0
OH,2006,2006-01-01,2006-01-25,mandate_neg_psych,0,0
OH,2006,2006-01-01,2006-01-25,hr_wait_post_counseling,24,0.6666666666666666
OH,2006,2006-01-01,2006-01-25,parental_involv_minors,Consent,0.6666666666666666
OK,2006,2006-01-01,2006-01-25,licensed_physician,X,1
OK,2006,2006-01-01,2006-01-25,hospital_if,2nd trimester,0.75
OK,2006,2006-01-01,2006-01-25,second_physician_if,Viability,0.6666666666666666
OK,2006,2006-01-01,2006-01-25,prohibited_except_death_if,Viability,0.6666666666666666
OK,2006,2006-01-01,2006-01-25,partial_birth_ban,Enjoined,0
OK,2006,2006-01-01,2006-01-25,fund_all_most,0,0
OK,2006,2006-01-01,2006-01-25,fund_life_rape_incest,X,0.5
OK,2006,2006-01-01,2006-01-25,priv_insurance_limit,0,0
OK,2006,2006-01-01,2006-01-25,indiv_prov_refuse,X,1
OK,2006,2006-01-01,2006-01-25,instit_prov_refuse,Private,0.6666666666666666
OK,2006,2006-01-01,2006-01-25,mandate_breast_cancer,0,0
OK,2006,2006-01-01,2006-01-25,mandate_fetal_pain,0,0
OK,2006,2006-01-01,2006-01-25,mandate_neg_psych,0,0
OK,2006,2006-01-01,2006-01-25,hr_wait_post_counseling,24,0.6666666666666666
OK,2006,2006-01-01,2006-01-25,parental_involv_minors,Notice,0.3333333333333333
OR,2006,2006-01-01,2006-01-25,licensed_physician,0,0
OR,2006,2006-01-01,2006-01-25,hospital_if,0,0
OR,2006,2006-01-01,2006-01-25,second_physician_if,0,0
OR,2006,2006-01-01,2006-01-25,prohibited_except_death_if,0,0
OR,2006,2006-01-01,2006-01-25,partial_birth_ban,0,0
OR,2006,2006-01-01,2006-01-25,fund_all_most,X,-1
OR,2006,2006-01-01,2006-01-25,fund_life_rape_incest,0,0
OR,2006,2006-01-01,2006-01-25,priv_insurance_limit,0,0
OR,2006,2006-01-01,2006-01-25,indiv_prov_refuse,X,1
OR,2006,2006-01-01,2006-01-25,instit_prov_refuse,Private,0.6666666666666666
OR,2006,2006-01-01,2006-01-25,mandate_breast_cancer,0,0
OR,2006,2006-01-01,2006-01-25,mandate_fetal_pain,0,0
OR,2006,2006-01-01,2006-01-25,mandate_neg_psych,0,0
OR,2006,2006-01-01,2006-01-25,hr_wait_post_counseling,0,0
OR,2006,2006-01-01,2006-01-25,parental_involv_minors,0,0
PA,2006,2006-01-01,2006-01-25,licensed_physician,X,1
PA,2006,2006-01-01,2006-01-25,hospital_if,Viability,0.5
PA,2006,2006-01-01,2006-01-25,second_physician_if,Viability,0.6666666666666666
PA,2006,2006-01-01,2006-01-25,prohibited_except_death_if,24 weeks,0.6666666666666666
PA,2006,2006-01-01,2006-01-25,partial_birth_ban,0,0
PA,2006,2006-01-01,2006-01-25,fund_all_most,0,0
PA,2006,2006-01-01,2006-01-25,fund_life_rape_incest,X,0.5
PA,2006,2006-01-01,2006-01-25,priv_insurance_limit,0,0
PA,2006,2006-01-01,2006-01-25,indiv_prov_refuse,X,1
PA,2006,2006-01-01,2006-01-25,instit_prov_refuse,Private,0.6666666666666666
PA,2006,2006-01-01,2006-01-25,mandate_breast_cancer,0,0
PA,2006,2006-01-01,2006-01-25,mandate_fetal_pain,0,0
PA,2006,2006-01-01,2006-01-25,mandate_neg_psych,0,0
PA,2006,2006-01-01,2006-01-25,hr_wait_post_counseling,24,0.6666666666666666
PA,2006,2006-01-01,2006-01-25,parental_involv_minors,Consent,0.6666666666666666
RI,2006,2006-01-01,2006-01-25,licensed_physician,X,1
RI,2006,2006-01-01,2006-01-25,hospital_if,14 weeks,0.75
RI,2006,2006-01-01,2006-01-25,second_physician_if,0,0
RI,2006,2006-01-01,2006-01-25,prohibited_except_death_if,24 weeks,0.6666666666666666
RI,2006,2006-01-01,2006-01-25,partial_birth_ban,Enjoined,0
RI,2006,2006-01-01,2006-01-25,fund_all_most,0,0
RI,2006,2006-01-01,2006-01-25,fund_life_rape_incest,X,0.5
RI,2006,2006-01-01,2006-01-25,priv_insurance_limit,Enjoined,0
RI,2006,2006-01-01,2006-01-25,indiv_prov_refuse,X,1
RI,2006,2006-01-01,2006-01-25,instit_prov_refuse,0,0
RI,2006,2006-01-01,2006-01-25,mandate_breast_cancer,0,0
RI,2006,2006-01-01,2006-01-25,mandate_fetal_pain,0,0
RI,2006,2006-01-01,2006-01-25,mandate_neg_psych,0,0
RI,2006,2006-01-01,2006-01-25,hr_wait_post_counseling,0,0
RI,2006,2006-01-01,2006-01-25,parental_involv_minors,Consent,0.6666666666666666
SC,2006,2006-01-01,2006-01-25,licensed_physician,X,1
SC,2006,2006-01-01,2006-01-25,hospital_if,2nd trimester,0.75
SC,2006,2006-01-01,2006-01-25,second_physician_if,3rd trimester,0.3333333333333333
SC,2006,2006-01-01,2006-01-25,prohibited_except_death_if,3rd trimester,0.3333333333333333
SC,2006,2006-01-01,2006-01-25,partial_birth_ban,Enjoined,0
SC,2006,2006-01-01,2006-01-25,fund_all_most,0,0
SC,2006,2006-01-01,2006-01-25,fund_life_rape_incest,X,0.5
SC,2006,2006-01-01,2006-01-25,priv_insurance_limit,0,0
SC,2006,2006-01-01,2006-01-25,indiv_prov_refuse,X,1
SC,2006,2006-01-01,2006-01-25,instit_prov_refuse,Private,0.6666666666666666
SC,2006,2006-01-01,2006-01-25,mandate_breast_cancer,0,0
SC,2006,2006-01-01,2006-01-25,mandate_fetal_pain,0,0
SC,2006,2006-01-01,2006-01-25,mandate_neg_psych,0,0
SC,2006,2006-01-01,2006-01-25,hr_wait_post_counseling,1,0.16666666666666666
SC,2006,2006-01-01,2006-01-25,parental_involv_minors,Consent,0.6666666666666666
SD,2006,2006-01-01,2006-01-25,licensed_physician,X,1
SD,2006,2006-01-01,2006-01-25,hospital_if,24 weeks,0.5
SD,2006,2006-01-01,2006-01-25,second_physician_if,0,0
SD,2006,2006-01-01,2006-01-25,prohibited_except_death_if,24 weeks,0.6666666666666666
SD,2006,2006-01-01,2006-01-25,partial_birth_ban,Enjoined,0
SD,2006,2006-01-01,2006-01-25,fund_all_most,0,0
SD,2006,2006-01-01,2006-01-25,fund_life_rape_incest,Life Only,1
SD,2006,2006-01-01,2006-01-25,priv_insurance_limit,0,0
SD,2006,2006-01-01,2006-01-25,indiv_prov_refuse,X,1
SD,2006,2006-01-01,2006-01-25,instit_prov_refuse,X,1
SD,2006,2006-01-01,2006-01-25,mandate_breast_cancer,0,0
SD,2006,2006-01-01,2006-01-25,mandate_fetal_pain,0,0
SD,2006,2006-01-01,2006-01-25,mandate_neg_psych,Enjoined,0
SD,2006,2006-01-01,2006-01-25,hr_wait_post_counseling,24,0.6666666666666666
SD,2006,2006-01-01,2006-01-25,parental_involv_minors,Notice,0.3333333333333333
TN,2006,2006-01-01,2006-01-25,licensed_physician,X,1
TN,2006,2006-01-01,2006-01-25,hospital_if,0,0
TN,2006,2006-01-01,2006-01-25,second_physician_if,0,0
TN,2006,2006-01-01,2006-01-25,prohibited_except_death_if,Viability,0.6666666666666666
TN,2006,2006-01-01,2006-01-25,partial_birth_ban,Enjoined,0
TN,2006,2006-01-01,2006-01-25,fund_all_most,0,0
TN,2006,2006-01-01,2006-01-25,fund_life_rape_incest,X,0.5
TN,2006,2006-01-01,2006-01-25,priv_insurance_limit,0,0
TN,2006,2006-01-01,2006-01-25,indiv_prov_refuse,X,1
TN,2006,2006-01-01,2006-01-25,instit_prov_refuse,X,1
TN,2006,2006-01-01,2006-01-25,mandate_breast_cancer,0,0
TN,2006,2006-01-01,2006-01-25,mandate_fetal_pain,0,0
TN,2006,2006-01-01,2006-01-25,mandate_neg_psych,0,0
TN,2006,2006-01-01,2006-01-25,hr_wait_post_counseling,Enjoined,0
TN,2006,2006-01-01,2006-01-25,parental_involv_minors,Consent,0.6666666666666666
TX,2006,2006-01-01,2006-01-25,licensed_physician,X,1
TX,2006,2006-01-01,2006-01-25,hospital_if,0,0
TX,2006,2006-01-01,2006-01-25,second_physician_if,0,0
TX,2006,2006-01-01,2006-01-25,prohibited_except_death_if,3rd trimester,0.3333333333333333
TX,2006,2006-01-01,2006-01-25,partial_birth_ban,0,0
TX,2006,2006-01-01,2006-01-25,fund_all_most,0,0
TX,2006,2006-01-01,2006-01-25,fund_life_rape_incest,X,0.5
TX,2006,2006-01-01,2006-01-25,priv_insurance_limit,0,0
TX,2006,2006-01-01,2006-01-25,indiv_prov_refuse,X,1
TX,2006,2006-01-01,2006-01-25,instit_prov_refuse,Private,0.6666666666666666
TX,2006,2006-01-01,2006-01-25,mandate_breast_cancer,X,1
TX,2006,2006-01-01,2006-01-25,mandate_fetal_pain,0,0
TX,2006,2006-01-01,2006-01-25,mandate_neg_psych,0,0
TX,2006,2006-01-01,2006-01-25,hr_wait_post_counseling,24,0.6666666666666666
TX,2006,2006-01-01,2006-01-25,parental_involv_minors,Consent,0.6666666666666666
UT,2006,2006-01-01,2006-01-25,licensed_physician,X,1
UT,2006,2006-01-01,2006-01-25,hospital_if,90 days,1
UT,2006,2006-01-01,2006-01-25,second_physician_if,0,0
UT,2006,2006-01-01,2006-01-25,prohibited_except_death_if,Enjoined,0
UT,2006,2006-01-01,2006-01-25,partial_birth_ban,Enjoined,0
UT,2006,2006-01-01,2006-01-25,fund_all_most,0,0
UT,2006,2006-01-01,2006-01-25,fund_life_rape_incest,X,0.5
UT,2006,2006-01-01,2006-01-25,priv_insurance_limit,0,0
UT,2006,2006-01-01,2006-01-25,indiv_prov_refuse,X,1
UT,2006,2006-01-01,2006-01-25,instit_prov_refuse,Private,0.6666666666666666
UT,2006,2006-01-01,2006-01-25,mandate_breast_cancer,0,0
UT,2006,2006-01-01,2006-01-25,mandate_fetal_pain,0,0
UT,2006,2006-01-01,2006-01-25,mandate_neg_psych,0,0
UT,2006,2006-01-01,2006-01-25,hr_wait_post_counseling,24,0.6666666666666666
UT,2006,2006-01-01,2006-01-25,parental_involv_minors,Notice,0.3333333333333333
VT,2006,2006-01-01,2006-01-25,licensed_physician,0,0
VT,2006,2006-01-01,2006-01-25,hospital_if,0,0
VT,2006,2006-01-01,2006-01-25,second_physician_if,0,0
VT,2006,2006-01-01,2006-01-25,prohibited_except_death_if,0,0
VT,2006,2006-01-01,2006-01-25,partial_birth_ban,0,0
VT,2006,2006-01-01,2006-01-25,fund_all_most,X,-1
VT,2006,2006-01-01,2006-01-25,fund_life_rape_incest,0,0
VT,2006,2006-01-01,2006-01-25,priv_insurance_limit,0,0
VT,2006,2006-01-01,2006-01-25,indiv_prov_refuse,0,0
VT,2006,2006-01-01,2006-01-25,instit_prov_refuse,0,0
VT,2006,2006-01-01,2006-01-25,mandate_breast_cancer,0,0
VT,2006,2006-01-01,2006-01-25,mandate_fetal_pain,0,0
VT,2006,2006-01-01,2006-01-25,mandate_neg_psych,0,0
VT,2006,2006-01-01,2006-01-25,hr_wait_post_counseling,0,0
VT,2006,2006-01-01,2006-01-25,parental_involv_minors,0,0
VA,2006,2006-01-01,2006-01-25,licensed_physician,X,1
VA,2006,2006-01-01,2006-01-25,hospital_if,2nd trimester,0.75
VA,2006,2006-01-01,2006-01-25,second_physician_if,Viability,0.6666666666666666
VA,2006,2006-01-01,2006-01-25,prohibited_except_death_if,3rd trimester,0.3333333333333333
VA,2006,2006-01-01,2006-01-25,partial_birth_ban,Enjoined,0
VA,2006,2006-01-01,2006-01-25,fund_all_most,0,0
VA,2006,2006-01-01,2006-01-25,fund_life_rape_incest,X,0.5
VA,2006,2006-01-01,2006-01-25,priv_insurance_limit,0,0
VA,2006,2006-01-01,2006-01-25,indiv_prov_refuse,X,1
VA,2006,2006-01-01,2006-01-25,instit_prov_refuse,X,1
VA,2006,2006-01-01,2006-01-25,mandate_breast_cancer,0,0
VA,2006,2006-01-01,2006-01-25,mandate_fetal_pain,0,0
VA,2006,2006-01-01,2006-01-25,mandate_neg_psych,0,0
VA,2006,2006-01-01,2006-01-25,hr_wait_post_counseling,24,0.6666666666666666
VA,2006,2006-01-01,2006-01-25,parental_involv_minors,Consent,0.6666666666666666
WA,2006,2006-01-01,2006-01-25,licensed_physician,0,0
WA,2006,2006-01-01,2006-01-25,hospital_if,0,0
WA,2006,2006-01-01,2006-01-25,second_physician_if,0,0
WA,2006,2006-01-01,2006-01-25,prohibited_except_death_if,Viability,0.6666666666666666
WA,2006,2006-01-01,2006-01-25,partial_birth_ban,0,0
WA,2006,2006-01-01,2006-01-25,fund_all_most,X,-1
WA,2006,2006-01-01,2006-01-25,fund_life_rape_incest,0,0
WA,2006,2006-01-01,2006-01-25,priv_insurance_limit,0,0
WA,2006,2006-01-01,2006-01-25,indiv_prov_refuse,X,1
WA,2006,2006-01-01,2006-01-25,instit_prov_refuse,X,1
WA,2006,2006-01-01,2006-01-25,mandate_breast_cancer,0,0
WA,2006,2006-01-01,2006-01-25,mandate_fetal_pain,0,0
WA,2006,2006-01-01,2006-01-25,mandate_neg_psych,0,0
WA,2006,2006-01-01,2006-01-25,hr_wait_post_counseling,0,0
WA,2006,2006-01-01,2006-01-25,parental_involv_minors,0,0
WV,2006,2006-01-01,2006-01-25,licensed_physician,0,0
WV,2006,2006-01-01,2006-01-25,hospital_if,0,0
WV,2006,2006-01-01,2006-01-25,second_physician_if,0,0
WV,2006,2006-01-01,2006-01-25,prohibited_except_death_if,0,0
WV,2006,2006-01-01,2006-01-25,partial_birth_ban,Enjoined,0
WV,2006,2006-01-01,2006-01-25,fund_all_most,X,-1
WV,2006,2006-01-01,2006-01-25,fund_life_rape_incest,0,0
WV,2006,2006-01-01,2006-01-25,priv_insurance_limit,0,0
WV,2006,2006-01-01,2006-01-25,indiv_prov_refuse,0,0
WV,2006,2006-01-01,2006-01-25,instit_prov_refuse,0,0
WV,2006,2006-01-01,2006-01-25,mandate_breast_cancer,0,0
WV,2006,2006-01-01,2006-01-25,mandate_fetal_pain,0,0
WV,2006,2006-01-01,2006-01-25,mandate_neg_psych,0,0
WV,2006,2006-01-01,2006-01-25,hr_wait_post_counseling,24,0.6666666666666666
WV,2006,2006-01-01,2006-01-25,parental_involv_minors,Notice,0.3333333333333333
WI,2006,2006-01-01,2006-01-25,licensed_physician,X,1
WI,2006,2006-01-01,2006-01-25,hospital_if,12 weeks,1
WI,2006,2006-01-01,2006-01-25,second_physician_if,0,0
WI,2006,2006-01-01,2006-01-25,prohibited_except_death_if,Viability,0.6666666666666666
WI,2006,2006-01-01,2006-01-25,partial_birth_ban,Enjoined,0
WI,2006,2006-01-01,2006-01-25,fund_all_most,0,0
WI,2006,2006-01-01,2006-01-25,fund_life_rape_incest,X,0.5
WI,2006,2006-01-01,2006-01-25,priv_insurance_limit,0,0
WI,2006,2006-01-01,2006-01-25,indiv_prov_refuse,X,1
WI,2006,2006-01-01,2006-01-25,instit_prov_refuse,X,1
WI,2006,2006-01-01,2006-01-25,mandate_breast_cancer,0,0
WI,2006,2006-01-01,2006-01-25,mandate_fetal_pain,0,0
WI,2006,2006-01-01,2006-01-25,mandate_neg_psych,X,1
WI,2006,2006-01-01,2006-01-25,hr_wait_post_counseling,24,0.6666666666666666
WI,2006,2006-01-01,2006-01-25,parental_involv_minors,Consent,0.6666666666666666
WY,2006,2006-01-01,2006-01-25,licensed_physician,X,1
WY,2006,2006-01-01,2006-01-25,hospital_if,0,0
WY,2006,2006-01-01,2006-01-25,second_physician_if,0,0
WY,2006,2006-01-01,2006-01-25,prohibited_except_death_if,Viability,0.6666666666666666
WY,2006,2006-01-01,2006-01-25,partial_birth_ban,0,0
WY,2006,2006-01-01,2006-01-25,fund_all_most,0,0
WY,2006,2006-01-01,2006-01-25,fund_life_rape_incest,X,0.5
WY,2006,2006-01-01,2006-01-25,priv_insurance_limit,0,0
WY,2006,2006-01-01,2006-01-25,indiv_prov_refuse,X,1
WY,2006,2006-01-01,2006-01-25,instit_prov_refuse,Private,0.6666666666666666
WY,2006,2006-01-01,2006-01-25,mandate_breast_cancer,0,0
WY,2006,2006-01-01,2006-01-25,mandate_fetal_pain,0,0
WY,2006,2006-01-01,2006-01-25,mandate_neg_psych,0,0
WY,2006,2006-01-01,2006-01-25,hr_wait_post_counseling,0,0
WY,2006,2006-01-01,2006-01-25,parental_involv_minors,Consent,0.6666666666666666
AL,2007,2007-03-01,2007-03-06,licensed_physician,X,1
AL,2007,2007-03-01,2007-03-06,hospital_if,Viability,0.5
AL,2007,2007-03-01,2007-03-06,second_physician_if,Viability,0.6666666666666666
AL,2007,2007-03-01,2007-03-06,prohibited_except_death_if,Viability,0.6666666666666666
AL,2007,2007-03-01,2007-03-06,partial_birth_ban,Enjoined,0
AL,2007,2007-03-01,2007-03-06,fund_all_most,0,0
AL,2007,2007-03-01,2007-03-06,fund_life_rape_incest,X,0.5
AL,2007,2007-03-01,2007-03-06,priv_insurance_limit,0,0
AL,2007,2007-03-01,2007-03-06,indiv_prov_refuse,0,0
AL,2007,2007-03-01,2007-03-06,instit_prov_refuse,0,0
AL,2007,2007-03-01,2007-03-06,mandate_breast_cancer,0,0
AL,2007,2007-03-01,2007-03-06,mandate_fetal_pain,0,0
AL,2007,2007-03-01,2007-03-06,mandate_neg_psych,0,0
AL,2007,2007-03-01,2007-03-06,hr_wait_post_counseling,24,0.6666666666666666
AL,2007,2007-03-01,2007-03-06,parental_involv_minors,Consent,0.6666666666666666
AZ,2007,2007-03-01,2007-03-06,licensed_physician,X,1
AZ,2007,2007-03-01,2007-03-06,hospital_if,0,0
AZ,2007,2007-03-01,2007-03-06,second_physician_if,Viability,0.6666666666666666
AZ,2007,2007-03-01,2007-03-06,prohibited_except_death_if,Viability,0.6666666666666666
AZ,2007,2007-03-01,2007-03-06,partial_birth_ban,Enjoined,0
AZ,2007,2007-03-01,2007-03-06,fund_all_most,X,-1
AZ,2007,2007-03-01,2007-03-06,fund_life_rape_incest,0,0
AZ,2007,2007-03-01,2007-03-06,priv_insurance_limit,0,0
AZ,2007,2007-03-01,2007-03-06,indiv_prov_refuse,X,1
AZ,2007,2007-03-01,2007-03-06,instit_prov_refuse,X,1
AZ,2007,2007-03-01,2007-03-06,mandate_breast_cancer,0,0
AZ,2007,2007-03-01,2007-03-06,mandate_fetal_pain,0,0
AZ,2007,2007-03-01,2007-03-06,mandate_neg_psych,0,0
AZ,2007,2007-03-01,2007-03-06,hr_wait_post_counseling,0,0
AZ,2007,2007-03-01,2007-03-06,parental_involv_minors,Consent,0.6666666666666666
AR,2007,2007-03-01,2007-03-06,licensed_physician,X,1
AR,2007,2007-03-01,2007-03-06,hospital_if,0,0
